year,sim,b,r,g,r_av,s,c,label,rg,slope,curvature,interest_share
9,3848,1.188375681,0.045239635,0.029800365,0.034305903,-0.007033758,0,irresponsible,0.01543927,0.030552591,0.014361337,0.040350462
10,3848,1.237301064,0.04124231,0.018590424,0.035693184,-0.028971823,0,irresponsible,0.022651886,0.048925383,0.018372792,0.042416912
1,3849,0.9656,0.01,0.022049846,0.01,-0.020973708,0,irresponsible,-0.012049846,0.025035144,0.001992305,0.009656
2,3849,0.990635144,0.013424385,0.017664626,0.010684877,-0.031657803,0,irresponsible,-0.004240241,0.02702745,0.002419031,0.010317317
3,3849,1.0196549,0.021875315,0.018485588,0.012922965,-0.034430269,0,irresponsible,0.003389727,0.029873205,0.001836006,0.012801943
4,3849,1.050381555,0.026775393,0.016808416,0.01569345,-0.031844742,0,irresponsible,0.009966977,0.030699461,0.001094701,0.016001904
5,3849,1.081053823,0.028501537,0.018831055,0.018255068,-0.031266091,0,irresponsible,0.009670482,0.032062607,0.003547305,0.019174786
6,3849,1.114506769,0.040487636,0.014778142,0.022701581,-0.025012023,0,irresponsible,0.025709495,0.037794071,0.007275541,0.024541631
7,3849,1.156641965,0.042957831,0.013629744,0.026752831,-0.02770609,0,irresponsible,0.029328088,0.046613689,0.003603981,0.029816212
8,3849,1.207734148,0.040307085,0.010776916,0.029463682,-0.029708733,0,irresponsible,0.029530169,0.045002032,-0.001728658,0.034078931
9,3849,1.24664603,0.042078997,0.022136651,0.031986745,-0.027273228,0,irresponsible,0.019942346,0.043156373,0.001199416,0.038631484
10,3849,1.294046895,0.046996596,0.01930404,0.034988715,-0.028217935,0,irresponsible,0.027692556,0.047400865,0.004244492,0.043618543
1,3850,0.9656,0.01,0.015124928,0.01,-0.044673322,0,irresponsible,-0.005124928,0.032796285,-0.004952467,0.009656
2,3850,0.998396285,0.017830674,0.021253287,0.011566135,-0.041955535,0,irresponsible,-0.003422613,0.027843818,-0.000981255,0.01116826
3,3850,1.021287635,0.021607494,0.016505027,0.013574407,-0.025769763,0,irresponsible,0.005102466,0.030833774,0.0061616,0.013552637
4,3850,1.060063834,0.024037475,0.013448029,0.01566702,-0.036540042,0,irresponsible,0.010589447,0.040167017,0.006355442,0.016000534
5,3850,1.10162167,0.020204927,0.016453622,0.016574602,-0.041431666,0,irresponsible,0.003751304,0.043544659,-0.006879398,0.017570136
6,3850,1.147153152,0.028030253,0.02017422,0.018865732,-0.046944436,0,irresponsible,0.007856034,0.026408221,-0.008454812,0.020782899
7,3850,1.154438113,0.02729216,0.036326677,0.020551018,-0.024747695,0,irresponsible,-0.009034517,0.026635035,0.011400155,0.023575165
8,3850,1.200423223,0.032351811,0.014803687,0.022911176,-0.036762051,0,irresponsible,0.017548124,0.049208531,0.006570589,0.026449535
9,3850,1.252855175,0.040360556,0.01936374,0.026401052,-0.044144672,0,irresponsible,0.020996816,0.039776213,-0.011044028,0.031692436
10,3850,1.279975649,0.047191497,0.021501584,0.030559141,-0.016011527,0,irresponsible,0.025689913,0.027120474,-0.012655739,0.038286178
1,3851,0.9656,0.01,0.022701428,0.01,-0.019352902,0,irresponsible,-0.012701428,0.018477275,0.006577083,0.009656
2,3851,0.984077275,0.013024774,0.016152618,0.010604955,-0.023748947,0,irresponsible,-0.003127844,0.025054358,0.008575256,0.010240144
3,3851,1.015708716,0.022685318,0.017337906,0.013021027,-0.035807184,0,irresponsible,0.005347412,0.035627788,0.001741483,0.012813697
4,3851,1.055332851,0.019412384,0.014568072,0.014299299,-0.039893211,0,irresponsible,0.004844311,0.028537324,-0.005405091,0.014523922
5,3851,1.072783364,0.019634391,0.02400256,0.015366317,-0.02635099,0,irresponsible,-0.00436817,0.024817606,0.008034781,0.016216579
6,3851,1.104968063,0.028725923,0.015407741,0.018038238,-0.029405565,0,irresponsible,0.013318182,0.044606887,0.01102934,0.019351122
7,3851,1.161997139,0.032973742,0.013626365,0.021025339,-0.048963352,0,irresponsible,0.019347376,0.046876286,-0.006042534,0.023232328
8,3851,1.198720635,0.02946152,0.015502166,0.022712575,-0.028472924,0,irresponsible,0.013959354,0.032521818,-0.002854525,0.026391947
9,3851,1.227040775,0.040749613,0.020891716,0.026319983,-0.021946325,0,irresponsible,0.019857897,0.041167237,0.010746258,0.031550306
10,3851,1.281055109,0.03490408,0.019599129,0.028036802,-0.043859981,0,irresponsible,0.015304951,0.054014334,0.012847097,0.0344023
1,3852,0.9656,0.01,0.023637888,0.01,-0.018794586,0,irresponsible,-0.013637888,0.016464102,0.002538346,0.009656
2,3852,0.982064102,0.004697936,0.0204445,0.008939587,-0.027350675,0,irresponsible,-0.015746564,0.019002447,0.002869214,0.008632065
3,3852,1.003604895,0.003566455,0.013792643,0.007864961,-0.027282957,0,irresponsible,-0.010226187,0.022202529,0.004508958,0.007723896
4,3852,1.02646916,0.008052333,0.02016105,0.007902435,-0.034923935,0,irresponsible,-0.012108716,0.028020363,0.002645771,0.007930923
5,3852,1.059645621,0.0121808,0.020516652,0.008758108,-0.045003591,0,irresponsible,-0.008335852,0.027494072,-0.008331529,0.008989928
6,3852,1.081457304,0.018372671,0.02290348,0.010681021,-0.034473166,0,irresponsible,-0.004530809,0.011357306,-0.009047673,0.011318097
7,3852,1.082360233,0.023768365,0.02456803,0.013298489,-0.012798213,0,irresponsible,-0.000799666,0.009398725,0.004830987,0.014381749
8,3852,1.100254754,0.025873977,0.01758265,0.015813587,-0.0197762,0,irresponsible,0.008291327,0.02101928,0.004327398,0.017115998
9,3852,1.124398792,0.02736973,0.024831689,0.018124816,-0.031344508,0,irresponsible,0.002538041,0.018053521,-0.004528138,0.019941915
10,3852,1.136361796,0.033892696,0.019647007,0.021278392,-0.010164022,0,irresponsible,0.014245689,0.011963004,-0.006090517,0.023925398
1,3853,0.9656,0.01,0.020815356,0.01,-0.031319507,0,irresponsible,-0.010815356,0.018148928,0.003196063,0.009656
2,3853,0.983748928,0.020210714,0.019880155,0.012042143,-0.025569785,0,irresponsible,0.000330559,0.021344992,0.004098202,0.011627893
3,3853,1.008289983,0.022818831,0.02141383,0.01419748,-0.0314913,0,irresponsible,0.001405,0.026345332,0.007289127,0.013966756
4,3853,1.036439592,0.017082458,0.025242667,0.014774476,-0.038444705,0,irresponsible,-0.008160209,0.035923246,0.005252892,0.014896956
5,3853,1.080136475,0.016534694,0.010506788,0.015126519,-0.038958595,0,irresponsible,0.006027906,0.036851116,-0.005770446,0.015677724
6,3853,1.110141824,0.024826533,0.021965188,0.017066522,-0.035182852,0,irresponsible,0.002861344,0.024382354,-0.004006156,0.018434173
7,3853,1.128901183,0.022650359,0.02618589,0.018183289,-0.027416681,0,irresponsible,-0.00353553,0.028838803,0.007714094,0.02018603
8,3853,1.167819431,0.026126772,0.017320987,0.019771986,-0.036198422,0,irresponsible,0.008805785,0.039810542,0.009651266,0.022320618
9,3853,1.208522267,0.037947975,0.021209099,0.023407184,-0.038189183,0,irresponsible,0.016738876,0.048141336,0.007884647,0.027335364
10,3853,1.264102102,0.047830057,0.017877208,0.028291758,-0.043214674,0,irresponsible,0.029952849,0.055579835,0.007438499,0.03419122
1,3854,0.9656,0.01,0.011853432,0.01,-0.027687059,0,irresponsible,-0.001853432,0.025713693,-0.004238357,0.009656
2,3854,0.991313693,0.018373326,0.025608523,0.011674665,-0.038832278,0,irresponsible,-0.007235196,0.021475337,-0.004864048,0.011273057
3,3854,1.008550673,0.015436475,0.017767363,0.012427027,-0.022438511,0,irresponsible,-0.002330888,0.015985598,0.002079057,0.012319082
4,3854,1.023284889,0.026463205,0.023325552,0.015234263,-0.022708683,0,irresponsible,0.003137653,0.025633451,0.010333006,0.015364526
5,3854,1.059817575,0.023943366,0.028583099,0.016976083,-0.048079915,0,irresponsible,-0.004639733,0.036651611,0.002609534,0.01737137
6,3854,1.096588111,0.022050159,0.02729286,0.017990899,-0.046367002,0,irresponsible,-0.005242701,0.030852519,-0.002192867,0.01906707
7,3854,1.121522614,0.033542153,0.03305244,0.02110115,-0.037620832,0,irresponsible,0.000489713,0.032265876,0.002666807,0.02313927
8,3854,1.161119863,0.045531781,0.032392201,0.025987276,-0.046555136,0,irresponsible,0.01313958,0.036186133,-0.000743101,0.029145318
9,3854,1.193894879,0.041323619,0.031145205,0.029054544,-0.035129202,0,irresponsible,0.010178414,0.030779674,-0.003700901,0.033735809
10,3854,1.22267921,0.039107386,0.029560921,0.031065113,-0.027040046,0,irresponsible,0.009546466,0.028784331,-0.001995342,0.037088479
1,3855,0.9656,0.01,0.030525094,0.01,-0.025053485,0,irresponsible,-0.020525094,0.033303868,0.005656757,0.009656
2,3855,0.998903868,0.017381405,0.014600701,0.011476281,-0.036277392,0,irresponsible,0.002780704,0.038960624,0.003594909,0.011081497
3,3855,1.043521249,0.027304227,0.011727357,0.01464187,-0.041739809,0,irresponsible,0.01557687,0.040493685,-0.003800916,0.014625821
4,3855,1.079891237,0.024925499,0.018552701,0.016698596,-0.038269544,0,irresponsible,0.006372798,0.031358793,-0.004311885,0.01742534
5,3855,1.106238835,0.020205552,0.024747578,0.017399987,-0.034090576,0,irresponsible,-0.004542026,0.031869914,0.004783072,0.018790094
6,3855,1.143631066,0.026496382,0.007755578,0.019219266,-0.02480825,0,irresponsible,0.018740804,0.040924936,-0.000461155,0.021261099
7,3855,1.188088707,0.029100543,0.012445917,0.021195521,-0.034574329,0,irresponsible,0.016654626,0.030947605,-0.0125542,0.024239857
8,3855,1.205526276,0.024286876,0.021511556,0.021813792,-0.017086047,0,irresponsible,0.002775321,0.015816537,-0.009415411,0.02591672
9,3855,1.219721781,0.020486461,0.024604345,0.021548326,-0.017791148,0,irresponsible,-0.004117885,0.012116783,-0.002889238,0.025977073
10,3855,1.229759842,0.016462942,0.029451276,0.020531249,-0.020606751,0,irresponsible,-0.012988334,0.010038061,-0.002078722,0.025042412
1,3856,0.9656,0.01,0.019297663,0.01,-0.018488439,0,irresponsible,-0.009297663,0.052638582,9.58E-05,0.009656
2,3856,1.018238582,0.012882015,0.014536437,0.010576403,-0.056407602,0,irresponsible,-0.001654422,0.052734371,-0.009219635,0.010212575
3,3856,1.071068743,0.017372042,0.017993663,0.011935531,-0.05888975,0,irresponsible,-0.00062162,0.034199311,-0.008717904,0.012153218
4,3856,1.086637203,0.017862211,0.014971822,0.013120867,-0.017521717,0,irresponsible,0.002890389,0.035298563,0.003848483,0.014053351
5,3856,1.141665869,0.026658109,0.022803946,0.015828315,-0.062439646,0,irresponsible,0.003854162,0.041896278,0.000970624,0.017199636
6,3856,1.170429758,0.027004666,0.012008062,0.018063586,-0.021932537,0,irresponsible,0.014996604,0.03723981,-0.00429419,0.020622579
7,3856,1.21614549,0.033117039,0.012453952,0.021074276,-0.035750356,0,irresponsible,0.020663087,0.033307898,-0.008254986,0.02466596
8,3856,1.237045554,0.040936002,0.018951261,0.025046621,-0.013625089,0,irresponsible,0.021984741,0.020729839,-0.000619651,0.030460336
9,3856,1.257605167,0.046687192,0.029635338,0.029374736,-0.020872712,0,irresponsible,0.017051853,0.032068595,0.011423869,0.036337886
10,3856,1.301182744,0.04830718,0.020071035,0.033161224,-0.0274392,0,irresponsible,0.028236146,0.043577577,0.011508982,0.041703727
1,3857,0.9656,0.01,0.021629911,0.01,-0.004568217,0,irresponsible,-0.011629911,0.031084002,-0.005076899,0.009656
2,3857,0.996684002,0.00754984,0.011934933,0.009509968,-0.033397932,0,irresponsible,-0.004385093,0.026007103,-0.000334599,0.009182825
3,3857,1.017614206,0.014200101,0.030150233,0.010447995,-0.039992381,0,irresponsible,-0.015950132,0.030414804,0.004135878,0.010413349
4,3857,1.05751361,0.01631139,0.006919874,0.011620674,-0.035148678,0,irresponsible,0.009391516,0.034278859,0.001082376,0.011825363
5,3857,1.086171924,0.023623587,0.008137229,0.014021256,-0.0224861,0,irresponsible,0.015486358,0.032579555,-0.000105289,0.014827669
6,3857,1.122672721,0.022405534,0.01978394,0.015698112,-0.040852612,0,irresponsible,0.002621594,0.03406828,0.005699114,0.017050848
7,3857,1.154308484,0.0276479,0.020423849,0.01808807,-0.034205594,0,irresponsible,0.007224051,0.043977783,0.006793631,0.020306982
8,3857,1.210628287,0.031668637,0.009745671,0.020804183,-0.04367807,0,irresponsible,0.021922966,0.047655542,0.000619736,0.024014445
9,3857,1.249619568,0.028242898,0.011123996,0.022291926,-0.025619814,0,irresponsible,0.017118902,0.045217256,0.001893844,0.026987236
10,3857,1.301062798,0.0264263,0.010858949,0.023118801,-0.036287654,0,irresponsible,0.015567351,0.05144323,0.006225974,0.028889706
1,3858,0.9656,0.01,0.024532305,0.01,-0.026129615,0,irresponsible,-0.014532305,0.035742903,-0.003302041,0.009656
2,3858,1.001342903,0.019015551,0.017120076,0.01180311,-0.040790549,0,irresponsible,0.001895475,0.032440862,-0.003235801,0.011397083
3,3858,1.030481724,0.023023016,0.017632096,0.014047091,-0.032666441,0,irresponsible,0.005390919,0.0292713,0.002844584,0.014065955
4,3858,1.059885503,0.024184658,0.012088231,0.016074605,-0.025344958,0,irresponsible,0.012096427,0.03813003,0.00636825,0.016564586
5,3858,1.106741784,0.030458319,0.01669368,0.018951347,-0.044502702,0,irresponsible,0.013764639,0.0420078,0.002473098,0.020086258
6,3858,1.143901103,0.039548673,0.01745611,0.023070813,-0.031051904,0,irresponsible,0.022092563,0.043076226,0.005310506,0.025533432
7,3858,1.192894237,0.0381802,0.015811552,0.02609269,-0.037415588,0,irresponsible,0.022368648,0.052628812,0.007063912,0.029847457
8,3858,1.249158727,0.048440129,0.010856548,0.030562178,-0.033010218,0,irresponsible,0.037583582,0.05720405,0.007546559,0.036457446
9,3858,1.307302337,0.044614722,0.011777693,0.033372687,-0.031482048,0,irresponsible,0.032837029,0.06772193,0.010048099,0.041687783
10,3858,1.384602586,0.042616211,-0.003684413,0.035221392,-0.026250511,0,irresponsible,0.046300624,0.077300248,0.009578319,0.046045008
1,3859,0.9656,0.01,0.023974238,0.01,-0.037701653,0,irresponsible,-0.013974238,0.040812141,-0.002715077,0.009656
2,3859,1.006412141,0.015492631,0.012791516,0.011098526,-0.042426245,0,irresponsible,0.002701116,0.038097065,-0.003935302,0.010716737
3,3859,1.041794129,0.026909279,0.02347838,0.014260677,-0.044445989,0,irresponsible,0.003430899,0.032941537,-0.005913336,0.014352118
4,3859,1.072295215,0.0294816,0.023555745,0.017304861,-0.036863351,0,irresponsible,0.005925855,0.026270393,-0.001202859,0.018028103
5,3859,1.094334915,0.043763418,0.031569018,0.022596573,-0.031366377,0,irresponsible,0.0121944,0.030535818,0.010557705,0.024230197
6,3859,1.13336685,0.043262696,0.016033406,0.026729798,-0.027511217,0,irresponsible,0.027229291,0.047385803,0.013496678,0.029251351
7,3859,1.189106521,0.042673894,0.009204623,0.029918617,-0.032477239,0,irresponsible,0.033469271,0.057529174,0.009198252,0.033908769
8,3859,1.248425198,0.045875439,0.017696791,0.033109981,-0.041309457,0,irresponsible,0.028178648,0.065782308,0.00731795,0.039371295
9,3859,1.320671137,0.0470593,0.003826452,0.035899845,-0.032357338,0,irresponsible,0.043232848,0.072165075,0.003150951,0.044818271
10,3859,1.392755347,0.059898267,0.006028735,0.040699529,-0.026569887,0,irresponsible,0.053869532,0.072084211,-8.09E-05,0.053750694
1,3860,0.9656,0.01,0.024885405,0.01,-0.018882653,0,irresponsible,-0.014885405,0.023846977,0.002512286,0.009656
2,3860,0.989446977,0.017362069,0.021396639,0.011472414,-0.033229064,0,irresponsible,-0.00403457,0.026359262,0.006343738,0.011077763
3,3860,1.018318525,0.024987111,0.011968426,0.014175353,-0.026713736,0,irresponsible,0.013018685,0.036534452,0.00901172,0.01402576
4,3860,1.062515881,0.029384588,0.013240453,0.0172172,-0.040200678,0,irresponsible,0.016144135,0.044382703,0.005771391,0.017532594
5,3860,1.107083931,0.037461751,0.020757133,0.02126611,-0.044038251,0,irresponsible,0.016704618,0.048077233,-0.000113852,0.02259558
6,3860,1.158670347,0.043305018,0.008464115,0.025673892,-0.032693659,0,irresponsible,0.034840903,0.044154999,-0.002096661,0.028423153
7,3860,1.195393928,0.047188684,0.010871101,0.02997685,-0.014824384,0,irresponsible,0.036317583,0.043883911,0.004462635,0.034733288
8,3860,1.24643817,0.050525746,0.020658522,0.034086629,-0.035317259,0,irresponsible,0.029867224,0.05308027,0.007968479,0.04074695
9,3860,1.301554467,0.048597052,0.011417943,0.036988714,-0.023603721,0,irresponsible,0.03717911,0.059820869,0.005722585,0.046104145
10,3860,1.366079907,0.051298612,0.015555203,0.039850694,-0.033387886,0,irresponsible,0.035743409,0.064525439,0.004704571,0.051867848
1,3861,0.9656,0.01,0.020502364,0.01,-0.039917916,0,irresponsible,-0.010502364,0.038248242,-0.01273072,0.009656
2,3861,1.003848242,0.006662392,0.016361971,0.009332478,-0.044926648,0,irresponsible,-0.009699579,0.025517522,-0.011592688,0.009011441
3,3861,1.016635045,0.010624239,0.019806704,0.009590831,-0.022842813,0,irresponsible,-0.009182465,0.015062867,0.001876399,0.009627738
4,3861,1.033973976,0.026182559,0.01715785,0.012909176,-0.021585421,0,irresponsible,0.00902471,0.02927032,0.010042315,0.013123921
5,3861,1.075175685,0.028536594,0.012962786,0.01603466,-0.038066117,0,irresponsible,0.015573808,0.035147497,0.002811921,0.016579421
6,3861,1.104268969,0.027267049,0.013356163,0.018281138,-0.023867863,0,irresponsible,0.013910886,0.034894163,-0.000781271,0.019655435
7,3861,1.144964011,0.023703289,0.007656987,0.019365568,-0.027863867,0,irresponsible,0.016046302,0.033584955,-0.003341716,0.021384796
8,3861,1.171438878,0.028860569,0.012940372,0.021264568,-0.017065721,0,irresponsible,0.015920197,0.02821073,-0.001233008,0.024347165
9,3861,1.201385471,0.034028514,0.021337395,0.023817357,-0.027102161,0,irresponsible,0.012691119,0.031118939,0.002040278,0.027900578
10,3861,1.233676756,0.032494599,0.005808473,0.025552806,-0.008707716,0,irresponsible,0.026686126,0.032291286,0.001172347,0.030698769
1,3862,0.9656,0.01,0.030196125,0.01,-0.034176904,0,irresponsible,-0.020196125,0.035754487,-0.002622124,0.009656
2,3862,1.001354487,0.011217276,0.010060411,0.010243455,-0.0355795,0,irresponsible,0.001156865,0.033132363,-0.004680216,0.00989108
3,3862,1.031864727,0.014070438,0.017439002,0.011008852,-0.036838737,0,irresponsible,-0.003368564,0.026394056,-0.001170407,0.011023763
4,3862,1.054142599,0.021949263,0.017392332,0.013196934,-0.026532949,0,irresponsible,0.004556932,0.03079155,0.003031409,0.013617451
5,3862,1.093447826,0.022166162,0.016313064,0.01499078,-0.04067673,0,irresponsible,0.005853098,0.032456874,-0.000625716,0.015802419
6,3862,1.119056346,0.025358085,0.023118065,0.017064241,-0.032078487,0,irresponsible,0.002240021,0.029540117,0.001399962,0.018658857
7,3862,1.152528061,0.021293991,0.021635733,0.017910191,-0.037552515,0,irresponsible,-0.000341742,0.035256798,-0.001796207,0.020042513
8,3862,1.189569943,0.031798773,0.019007515,0.020687907,-0.035141308,0,irresponsible,0.012791258,0.025947703,-0.004988078,0.023843394
